 
****************************************
Report : timing
        -path full
        -delay max
        -max_paths 1
Design : Top
Version: R-2020.09-SP5
Date   : Fri May 20 01:52:24 2022
****************************************

 # A fanout number of 1000 was used for high fanout net computations.

Operating Conditions: WCCOM   Library: fsa0m_a_generic_core_ss1p62v125c
Wire Load Model Mode: enclosed

  Startpoint: i_mode (input port clocked by clk)
  Endpoint: aes_top/temp_out_r_reg[119]
            (rising edge-triggered flip-flop clocked by clk)
  Path Group: clk
  Path Type: max

  Des/Clust/Port     Wire Load Model       Library
  aes_top/oneround/add/in[28] (AddRoundKey_0)             0.00     130.31 f
  aes_top/oneround/add/U98/O (MAOI1)                      0.18     130.49 r
  aes_top/oneround/add/out[28] (AddRoundKey_0)            0.00     130.49 r
  aes_top/oneround/U395/O (INV1S)                         0.19     130.68 f
  aes_top/oneround/U399/O (MOAI1S)                        1.11     131.79 r
  aes_top/oneround/mix/in[28] (MixColumn)                 0.00     131.79 r
  aes_top/oneround/mix/U345/O (INV1S)                     0.10     131.89 f
  aes_top/oneround/mix/U348/O (INV1S)                     0.35     132.24 r
  aes_top/oneround/mix/U931/O (MOAI1S)                    0.16     132.40 f
  aes_top/oneround/mix/out_inv[14] (MixColumn)            0.00     132.40 f
  aes_top/oneround/U760/O (MOAI1S)                        0.29     132.69 f
  aes_top/oneround/invshift/in[14] (InvShiftRow)          0.00     132.69 f
  aes_top/oneround/invshift/U45/O (BUF1)                  0.18     132.87 f
  aes_top/oneround/invshift/out[78] (InvShiftRow)         0.00     132.87 f
  aes_top/oneround/U485/O (MUX2)                          0.34     133.21 f
  aes_top/oneround/sub96/in[46] (SubByte_96)              0.00     133.21 f
  aes_top/oneround/sub96/s6/in[6] (SubOneByte_5)          0.00     133.21 f
  aes_top/oneround/sub96/s6/m1/in[6] (MultiplyMinv_5)     0.00     133.21 f
  aes_top/oneround/sub96/s6/m1/U7/O (MOAI1S)              0.58     133.80 r
  aes_top/oneround/sub96/s6/m1/U9/O (MOAI1S)              0.15     133.95 f
  aes_top/oneround/sub96/s6/m1/out[4] (MultiplyMinv_5)
                                                          0.00     133.95 f
  aes_top/oneround/sub96/s6/c0/in[4] (AddCinv_5)          0.00     133.95 f
  aes_top/oneround/sub96/s6/c0/U6/O (BUF1)                0.21     134.16 f
  aes_top/oneround/sub96/s6/c0/out[4] (AddCinv_5)         0.00     134.16 f
  aes_top/oneround/sub96/s6/U461/O (AOI22S)               0.35     134.51 r
  aes_top/oneround/sub96/s6/U462/O (AN2)                  0.34     134.85 r
  aes_top/oneround/sub96/s6/U463/O (ND2S)                 0.22     135.08 f
  aes_top/oneround/sub96/s6/U76/O (NR2)                   0.39     135.47 r
  aes_top/oneround/sub96/s6/U288/O (NR2)                  0.16     135.63 f
  aes_top/oneround/sub96/s6/U293/O (AN4B1S)               0.30     135.93 f
  aes_top/oneround/sub96/s6/U294/O (AN4B1S)               0.28     136.21 f
  aes_top/oneround/sub96/s6/U295/O (ND3)                  0.15     136.36 r
  aes_top/oneround/sub96/s6/U359/O (AOI22S)               0.11     136.47 f
  aes_top/oneround/sub96/s6/U415/O (ND2S)                 0.31     136.78 r
  aes_top/oneround/sub96/s6/m0/in[3] (MultiplyM_5)        0.00     136.78 r
  aes_top/oneround/sub96/s6/m0/U12/O (MOAI1S)             0.19     136.97 f
  aes_top/oneround/sub96/s6/m0/U13/O (MOAI1S)             0.29     137.26 f
  aes_top/oneround/sub96/s6/m0/out[3] (MultiplyM_5)       0.00     137.26 f
  aes_top/oneround/sub96/s6/c1/in[3] (AddC_5)             0.00     137.26 f
  aes_top/oneround/sub96/s6/c1/U6/O (BUF1)                0.21     137.47 f
  aes_top/oneround/sub96/s6/c1/out[3] (AddC_5)            0.00     137.47 f
  aes_top/oneround/sub96/s6/U416/O (MUX2)                 0.27     137.74 f
  aes_top/oneround/sub96/s6/out[3] (SubOneByte_5)         0.00     137.74 f
  aes_top/oneround/sub96/out[43] (SubByte_96)             0.00     137.74 f
  aes_top/oneround/U908/O (AO222)                         0.34     138.08 f
  aes_top/oneround/add/in[11] (AddRoundKey_0)             0.00     138.08 f
  aes_top/oneround/add/U102/O (MAOI1)                     0.23     138.31 f
  aes_top/oneround/add/out[11] (AddRoundKey_0)            0.00     138.31 f
  aes_top/oneround/U421/O (INV1S)                         0.20     138.51 r
  aes_top/oneround/U424/O (MOAI1S)                        0.15     138.66 f
  aes_top/oneround/U426/O (MUX2)                          0.39     139.05 f
  aes_top/oneround/sub96/in[43] (SubByte_96)              0.00     139.05 f
  aes_top/oneround/sub96/s6/in[3] (SubOneByte_5)          0.00     139.05 f
  aes_top/oneround/sub96/s6/m1/in[3] (MultiplyMinv_5)     0.00     139.05 f
  aes_top/oneround/sub96/s6/m1/U10/O (MOAI1S)             0.58     139.63 r
  aes_top/oneround/sub96/s6/m1/U11/O (MOAI1S)             0.21     139.84 r
  aes_top/oneround/sub96/s6/m1/out[6] (MultiplyMinv_5)
                                                          0.00     139.84 r
  aes_top/oneround/sub96/s6/c0/in[6] (AddCinv_5)          0.00     139.84 r
  aes_top/oneround/sub96/s6/c0/U3/O (BUF1)                0.14     139.98 r
  aes_top/oneround/sub96/s6/c0/out[6] (AddCinv_5)         0.00     139.98 r
  aes_top/oneround/sub96/s6/U300/O (MUX2)                 0.26     140.24 r
  aes_top/oneround/sub96/s6/U466/O (INV1S)                0.15     140.39 f
  aes_top/oneround/sub96/s6/U22/O (AN2)                   0.25     140.64 f
  aes_top/oneround/sub96/s6/U71/O (ND2S)                  0.39     141.03 r
  aes_top/oneround/sub96/s6/U51/O (INV1S)                 0.21     141.23 f
  aes_top/oneround/sub96/s6/U54/O (ND2S)                  0.41     141.65 r
  aes_top/oneround/sub96/s6/U78/O (ND2S)                  0.14     141.79 f
  aes_top/oneround/sub96/s6/U99/O (NR3)                   0.37     142.16 r
  aes_top/oneround/sub96/s6/U162/O (ND3)                  0.12     142.27 f
  aes_top/oneround/sub96/s6/U323/O (AOI22S)               0.22     142.50 r
  aes_top/oneround/sub96/s6/U425/O (ND2S)                 0.21     142.71 f
  aes_top/oneround/sub96/s6/m0/in[4] (MultiplyM_5)        0.00     142.71 f
  aes_top/oneround/sub96/s6/m0/U15/O (MOAI1S)             0.27     142.98 r
  aes_top/oneround/sub96/s6/m0/out[0] (MultiplyM_5)       0.00     142.98 r
  aes_top/oneround/sub96/s6/c1/in[0] (AddC_5)             0.00     142.98 r
  aes_top/oneround/sub96/s6/c1/U1/O (INV1S)               0.09     143.07 f
  aes_top/oneround/sub96/s6/c1/out[0] (AddC_5)            0.00     143.07 f
  aes_top/oneround/sub96/s6/U427/O (MUX2)                 0.29     143.36 f
  aes_top/oneround/sub96/s6/out[0] (SubOneByte_5)         0.00     143.36 f
  aes_top/oneround/sub96/out[40] (SubByte_96)             0.00     143.36 f
  aes_top/oneround/U901/O (AO222)                         0.34     143.70 f
  aes_top/oneround/add/in[8] (AddRoundKey_0)              0.00     143.70 f
  aes_top/oneround/add/U36/O (MAOI1)                      0.23     143.93 f
  aes_top/oneround/add/out[8] (AddRoundKey_0)             0.00     143.93 f
  aes_top/oneround/U481/O (INV1S)                         0.21     144.15 r
  aes_top/oneround/U482/O (MOAI1S)                        0.15     144.30 f
  aes_top/oneround/U483/O (MUX2)                          0.38     144.68 f
  aes_top/oneround/sub96/in[40] (SubByte_96)              0.00     144.68 f
  aes_top/oneround/sub96/s6/in[0] (SubOneByte_5)          0.00     144.68 f
  aes_top/oneround/sub96/s6/U302/O (MUX2)                 0.33     145.01 f
  aes_top/oneround/sub96/s6/U303/O (ND2S)                 0.24     145.24 r
  aes_top/oneround/sub96/s6/U45/O (OR2)                   0.32     145.57 r
  aes_top/oneround/sub96/s6/U104/O (NR2)                  0.13     145.70 f
  aes_top/oneround/sub96/s6/U129/O (NR2)                  0.15     145.85 r
  aes_top/oneround/sub96/s6/U130/O (ND3)                  0.10     145.94 f
  aes_top/oneround/sub96/s6/U417/O (AOI22S)               0.22     146.17 r
  aes_top/oneround/sub96/s6/U406/O (ND2S)                 0.21     146.38 f
  aes_top/oneround/sub96/s6/m0/in[0] (MultiplyM_5)        0.00     146.38 f
  aes_top/oneround/sub96/s6/m0/U5/O (MOAI1S)              0.60     146.98 r
  aes_top/oneround/sub96/s6/m0/U8/O (MOAI1S)              0.21     147.20 r
  aes_top/oneround/sub96/s6/m0/out[1] (MultiplyM_5)       0.00     147.20 r
  aes_top/oneround/sub96/s6/c1/in[1] (AddC_5)             0.00     147.20 r
  aes_top/oneround/sub96/s6/c1/U2/O (INV1S)               0.09     147.29 f
  aes_top/oneround/sub96/s6/c1/out[1] (AddC_5)            0.00     147.29 f
  aes_top/oneround/sub96/s6/U410/O (MUX2)                 0.29     147.58 f
  aes_top/oneround/sub96/s6/out[1] (SubOneByte_5)         0.00     147.58 f
  aes_top/oneround/sub96/out[41] (SubByte_96)             0.00     147.58 f
  aes_top/oneround/U903/O (AO222)                         0.34     147.92 f
  aes_top/oneround/add/in[9] (AddRoundKey_0)              0.00     147.92 f
  aes_top/oneround/add/U37/O (MAOI1)                      0.18     148.10 r
  aes_top/oneround/add/out[9] (AddRoundKey_0)             0.00     148.10 r
  aes_top/oneround/U486/O (INV1S)                         0.19     148.29 f
  aes_top/oneround/U487/O (MOAI1S)                        0.29     148.58 r
  aes_top/oneround/U488/O (MUX2)                          0.38     148.96 r
  aes_top/oneround/sub96/in[41] (SubByte_96)              0.00     148.96 r
  aes_top/oneround/sub96/s6/in[1] (SubOneByte_5)          0.00     148.96 r
  aes_top/oneround/sub96/s6/U296/O (MUX2)                 0.30     149.26 r
  aes_top/oneround/sub96/s6/U297/O (INV1S)                0.17     149.43 f
  aes_top/oneround/sub96/s6/U304/O (NR2)                  0.48     149.91 r
  aes_top/oneround/sub96/s6/U305/O (INV1S)                0.30     150.22 f
  aes_top/oneround/sub96/s6/U306/O (NR2)                  0.43     150.64 r
  aes_top/oneround/sub96/s6/U310/O (AN4B1S)               0.28     150.93 f
  aes_top/oneround/sub96/s6/U311/O (AN4B1S)               0.32     151.25 f
  aes_top/oneround/sub96/s6/U314/O (AN4B1S)               0.28     151.52 f
  aes_top/oneround/sub96/s6/U315/O (ND3)                  0.15     151.67 r
  aes_top/oneround/sub96/s6/U399/O (AOI22S)               0.12     151.79 f
  aes_top/oneround/sub96/s6/U412/O (ND2S)                 0.30     152.09 r
  aes_top/oneround/sub96/s6/m0/in[1] (MultiplyM_5)        0.00     152.09 r
  aes_top/oneround/sub96/s6/m0/U7/O (MOAI1S)              0.23     152.31 r
  aes_top/oneround/sub96/s6/m0/out[5] (MultiplyM_5)       0.00     152.31 r
  aes_top/oneround/sub96/s6/c1/in[5] (AddC_5)             0.00     152.31 r
  aes_top/oneround/sub96/s6/c1/U3/O (INV1S)               0.09     152.40 f
  aes_top/oneround/sub96/s6/c1/out[5] (AddC_5)            0.00     152.40 f
  aes_top/oneround/sub96/s6/U301/O (MUX2)                 0.29     152.69 f
  aes_top/oneround/sub96/s6/out[5] (SubOneByte_5)         0.00     152.69 f
  aes_top/oneround/sub96/out[45] (SubByte_96)             0.00     152.69 f
  aes_top/oneround/U910/O (AO222)                         0.34     153.03 f
  aes_top/oneround/add/in[13] (AddRoundKey_0)             0.00     153.03 f
  aes_top/oneround/add/U38/O (MAOI1)                      0.24     153.26 f
  aes_top/oneround/add/out[13] (AddRoundKey_0)            0.00     153.26 f
  aes_top/oneround/U490/O (INV1S)                         0.20     153.47 r
  aes_top/oneround/U491/O (MOAI1S)                        0.15     153.61 f
  aes_top/oneround/U492/O (MUX2)                          0.39     154.00 f
  aes_top/oneround/sub96/in[45] (SubByte_96)              0.00     154.00 f
  aes_top/oneround/sub96/s6/in[5] (SubOneByte_5)          0.00     154.00 f
  aes_top/oneround/sub96/s6/U436/O (AOI22S)               0.30     154.31 r
  aes_top/oneround/sub96/s6/U177/O (NR2)                  0.07     154.38 f
  aes_top/oneround/sub96/s6/U8/O (INV1S)                  0.12     154.50 r
  aes_top/oneround/sub96/s6/U11/O (INV1S)                 0.32     154.82 f
  aes_top/oneround/sub96/s6/U395/O (AOI22S)               0.23     155.05 r
  aes_top/oneround/sub96/s6/U396/O (ND2S)                 0.20     155.25 f
  aes_top/oneround/sub96/s6/m0/in[5] (MultiplyM_5)        0.00     155.25 f
  aes_top/oneround/sub96/s6/m0/U2/O (MOAI1S)              0.85     156.11 r
  aes_top/oneround/sub96/s6/m0/U17/O (MOAI1S)             0.14     156.24 f
  aes_top/oneround/sub96/s6/m0/out[7] (MultiplyM_5)       0.00     156.24 f
  aes_top/oneround/sub96/s6/c1/in[7] (AddC_5)             0.00     156.24 f
  aes_top/oneround/sub96/s6/c1/U8/O (BUF1)                0.22     156.47 f
  aes_top/oneround/sub96/s6/c1/out[7] (AddC_5)            0.00     156.47 f
  aes_top/oneround/sub96/s6/U457/O (MUX2)                 0.27     156.74 f
  aes_top/oneround/sub96/s6/out[7] (SubOneByte_5)         0.00     156.74 f
  aes_top/oneround/sub96/out[47] (SubByte_96)             0.00     156.74 f
  aes_top/oneround/U914/O (AO222)                         0.34     157.08 f
  aes_top/oneround/add/in[15] (AddRoundKey_0)             0.00     157.08 f
  aes_top/oneround/add/U111/O (MAOI1)                     0.23     157.31 f
  aes_top/oneround/add/out[15] (AddRoundKey_0)            0.00     157.31 f
  aes_top/oneround/U493/O (INV1S)                         0.20     157.51 r
  aes_top/oneround/U494/O (MOAI1S)                        0.15     157.66 f
  aes_top/oneround/U495/O (MUX2)                          0.39     158.05 f
  aes_top/oneround/sub96/in[47] (SubByte_96)              0.00     158.05 f
  aes_top/oneround/sub96/s6/in[7] (SubOneByte_5)          0.00     158.05 f
  aes_top/oneround/sub96/s6/U434/O (AOI22S)               0.31     158.36 r
  aes_top/oneround/sub96/s6/U435/O (INV1S)                0.21     158.57 f
  aes_top/oneround/sub96/s6/U29/O (NR2)                   0.41     158.98 r
  aes_top/oneround/sub96/s6/U445/O (AOI22S)               0.14     159.12 f
  aes_top/oneround/sub96/s6/U454/O (ND2S)                 0.31     159.43 r
  aes_top/oneround/sub96/s6/m0/in[6] (MultiplyM_5)        0.00     159.43 r
  aes_top/oneround/sub96/s6/m0/U10/O (MOAI1S)             0.23     159.65 r
  aes_top/oneround/sub96/s6/m0/out[6] (MultiplyM_5)       0.00     159.65 r
  aes_top/oneround/sub96/s6/c1/in[6] (AddC_5)             0.00     159.65 r
  aes_top/oneround/sub96/s6/c1/U4/O (INV1S)               0.09     159.74 f
  aes_top/oneround/sub96/s6/c1/out[6] (AddC_5)            0.00     159.74 f
  aes_top/oneround/sub96/s6/U455/O (MUX2)                 0.29     160.03 f
  aes_top/oneround/sub96/s6/out[6] (SubOneByte_5)         0.00     160.03 f
  aes_top/oneround/sub96/out[46] (SubByte_96)             0.00     160.03 f
  aes_top/oneround/U911/O (AO222)                         0.34     160.37 f
  aes_top/oneround/add/in[14] (AddRoundKey_0)             0.00     160.37 f
  aes_top/oneround/add/U35/O (MAOI1)                      0.18     160.55 r
  aes_top/oneround/add/out[14] (AddRoundKey_0)            0.00     160.55 r
  aes_top/oneround/U479/O (INV1S)                         0.19     160.74 f
  aes_top/oneround/U480/O (MOAI1S)                        1.10     161.84 r
  aes_top/oneround/mix/in[14] (MixColumn)                 0.00     161.84 r
  aes_top/oneround/mix/U349/O (INV1S)                     0.10     161.94 f
  aes_top/oneround/mix/U352/O (INV1S)                     0.33     162.27 r
  aes_top/oneround/mix/U955/O (MOAI1S)                    0.26     162.54 r
  aes_top/oneround/mix/U956/O (MOAI1S)                    0.20     162.74 f
  aes_top/oneround/mix/U957/O (MOAI1S)                    0.32     163.06 f
  aes_top/oneround/mix/out_inv[30] (MixColumn)            0.00     163.06 f
  aes_top/oneround/U744/O (MOAI1S)                        0.30     163.36 f
  aes_top/oneround/invshift/in[30] (InvShiftRow)          0.00     163.36 f
  aes_top/oneround/invshift/U11/O (BUF1)                  0.19     163.54 f
  aes_top/oneround/invshift/out[30] (InvShiftRow)         0.00     163.54 f
  aes_top/oneround/U455/O (AO222)                         0.49     164.04 f
  aes_top/oneround/sub32/in[30] (SubByte_32)              0.00     164.04 f
  aes_top/oneround/sub32/s0/in[6] (SubOneByte_15)         0.00     164.04 f
  aes_top/oneround/sub32/s0/m1/in[6] (MultiplyMinv_15)
                                                          0.00     164.04 f
  aes_top/oneround/sub32/s0/m1/U7/O (MOAI1S)              0.58     164.62 r
  aes_top/oneround/sub32/s0/m1/U9/O (MOAI1S)              0.15     164.77 f
  aes_top/oneround/sub32/s0/m1/out[4] (MultiplyMinv_15)
                                                          0.00     164.77 f
  aes_top/oneround/sub32/s0/c0/in[4] (AddCinv_15)         0.00     164.77 f
  aes_top/oneround/sub32/s0/c0/U3/O (BUF1)                0.21     164.98 f
  aes_top/oneround/sub32/s0/c0/out[4] (AddCinv_15)        0.00     164.98 f
  aes_top/oneround/sub32/s0/U446/O (AOI22S)               0.35     165.33 r
  aes_top/oneround/sub32/s0/U447/O (AN2)                  0.35     165.68 r
  aes_top/oneround/sub32/s0/U449/O (ND2S)                 0.22     165.91 f
  aes_top/oneround/sub32/s0/U76/O (NR2)                   0.30     166.21 r
  aes_top/oneround/sub32/s0/U115/O (NR2)                  0.13     166.34 f
  aes_top/oneround/sub32/s0/U252/O (AN4B1S)               0.27     166.62 f
  aes_top/oneround/sub32/s0/U378/O (ND3)                  0.15     166.77 r
  aes_top/oneround/sub32/s0/U359/O (AOI22S)               0.11     166.88 f
  aes_top/oneround/sub32/s0/U195/O (ND2S)                 0.31     167.19 r
  aes_top/oneround/sub32/s0/m0/in[3] (MultiplyM_15)       0.00     167.19 r
  aes_top/oneround/sub32/s0/m0/U12/O (MOAI1S)             0.19     167.38 f
  aes_top/oneround/sub32/s0/m0/U13/O (MOAI1S)             0.29     167.67 f
  aes_top/oneround/sub32/s0/m0/out[3] (MultiplyM_15)      0.00     167.67 f
  aes_top/oneround/sub32/s0/c1/in[3] (AddC_15)            0.00     167.67 f
  aes_top/oneround/sub32/s0/c1/U6/O (BUF1)                0.21     167.88 f
  aes_top/oneround/sub32/s0/c1/out[3] (AddC_15)           0.00     167.88 f
  aes_top/oneround/sub32/s0/U199/O (MUX2)                 0.36     168.24 f
  aes_top/oneround/sub32/s0/out[3] (SubOneByte_15)        0.00     168.24 f
  aes_top/oneround/sub32/out[27] (SubByte_32)             0.00     168.24 f
  aes_top/oneround/U927/O (AO222)                         0.37     168.61 f
  aes_top/oneround/add/in[27] (AddRoundKey_0)             0.00     168.61 f
  aes_top/oneround/add/U7/O (MAOI1)                       0.23     168.85 f
  aes_top/oneround/add/out[27] (AddRoundKey_0)            0.00     168.85 f
  aes_top/oneround/U565/O (INV1S)                         0.20     169.05 r
  aes_top/oneround/U1058/O (MOAI1S)                       0.16     169.21 f
  aes_top/oneround/U1059/O (AO222)                        0.53     169.74 f
  aes_top/oneround/sub32/in[27] (SubByte_32)              0.00     169.74 f
  aes_top/oneround/sub32/s0/in[3] (SubOneByte_15)         0.00     169.74 f
  aes_top/oneround/sub32/s0/m1/in[3] (MultiplyMinv_15)
                                                          0.00     169.74 f
  aes_top/oneround/sub32/s0/m1/U10/O (MOAI1S)             0.58     170.32 r
  aes_top/oneround/sub32/s0/m1/U11/O (MOAI1S)             0.21     170.53 r
  aes_top/oneround/sub32/s0/m1/out[6] (MultiplyMinv_15)
                                                          0.00     170.53 r
  aes_top/oneround/sub32/s0/c0/in[6] (AddCinv_15)         0.00     170.53 r
  aes_top/oneround/sub32/s0/c0/U7/O (BUF1)                0.14     170.67 r
  aes_top/oneround/sub32/s0/c0/out[6] (AddCinv_15)        0.00     170.67 r
  aes_top/oneround/sub32/s0/U263/O (MUX2)                 0.26     170.93 r
  aes_top/oneround/sub32/s0/U451/O (INV1S)                0.15     171.08 f
  aes_top/oneround/sub32/s0/U22/O (AN2)                   0.25     171.33 f
  aes_top/oneround/sub32/s0/U71/O (ND2S)                  0.39     171.72 r
  aes_top/oneround/sub32/s0/U192/O (INV1S)                0.21     171.92 f
  aes_top/oneround/sub32/s0/U193/O (ND2S)                 0.43     172.36 r
  aes_top/oneround/sub32/s0/U331/O (ND2S)                 0.13     172.49 f
  aes_top/oneround/sub32/s0/U334/O (AN4B1S)               0.28     172.77 r
  aes_top/oneround/sub32/s0/U339/O (ND3)                  0.11     172.89 f
  aes_top/oneround/sub32/s0/U323/O (AOI22S)               0.22     173.11 r
  aes_top/oneround/sub32/s0/U439/O (ND2S)                 0.21     173.32 f
  aes_top/oneround/sub32/s0/m0/in[4] (MultiplyM_15)       0.00     173.32 f
  aes_top/oneround/sub32/s0/m0/U16/O (MOAI1S)             0.27     173.60 r
  aes_top/oneround/sub32/s0/m0/out[0] (MultiplyM_15)      0.00     173.60 r
  aes_top/oneround/sub32/s0/c1/in[0] (AddC_15)            0.00     173.60 r
  aes_top/oneround/sub32/s0/c1/U1/O (INV1S)               0.09     173.68 f
  aes_top/oneround/sub32/s0/c1/out[0] (AddC_15)           0.00     173.68 f
  aes_top/oneround/sub32/s0/U427/O (MUX2)                 0.38     174.06 f
  aes_top/oneround/sub32/s0/out[0] (SubOneByte_15)        0.00     174.06 f
  aes_top/oneround/sub32/out[24] (SubByte_32)             0.00     174.06 f
  aes_top/oneround/U924/O (AO222)                         0.37     174.43 f
  aes_top/oneround/add/in[24] (AddRoundKey_0)             0.00     174.43 f
  aes_top/oneround/add/U32/O (MAOI1)                      0.23     174.66 f
  aes_top/oneround/add/out[24] (AddRoundKey_0)            0.00     174.66 f
  aes_top/oneround/U448/O (INV1S)                         0.21     174.88 r
  aes_top/oneround/U450/O (MOAI1S)                        0.16     175.04 f
  aes_top/oneround/U451/O (AO222)                         0.53     175.57 f
  aes_top/oneround/sub32/in[24] (SubByte_32)              0.00     175.57 f
  aes_top/oneround/sub32/s0/in[0] (SubOneByte_15)         0.00     175.57 f
  aes_top/oneround/sub32/s0/U264/O (MUX2)                 0.33     175.90 f
  aes_top/oneround/sub32/s0/U265/O (ND2S)                 0.24     176.13 r
  aes_top/oneround/sub32/s0/U45/O (OR2)                   0.29     176.42 r
  aes_top/oneround/sub32/s0/U379/O (NR2)                  0.12     176.54 f
  aes_top/oneround/sub32/s0/U380/O (NR2)                  0.15     176.70 r
  aes_top/oneround/sub32/s0/U383/O (ND3)                  0.10     176.80 f
  aes_top/oneround/sub32/s0/U417/O (AOI22S)               0.22     177.01 r
  aes_top/oneround/sub32/s0/U429/O (ND2S)                 0.21     177.23 f
  aes_top/oneround/sub32/s0/m0/in[0] (MultiplyM_15)       0.00     177.23 f
  aes_top/oneround/sub32/s0/m0/U5/O (MOAI1S)              0.60     177.83 r
  aes_top/oneround/sub32/s0/m0/U8/O (MOAI1S)              0.21     178.04 r
  aes_top/oneround/sub32/s0/m0/out[1] (MultiplyM_15)      0.00     178.04 r
  aes_top/oneround/sub32/s0/c1/in[1] (AddC_15)            0.00     178.04 r
  aes_top/oneround/sub32/s0/c1/U2/O (INV1S)               0.09     178.13 f
  aes_top/oneround/sub32/s0/c1/out[1] (AddC_15)           0.00     178.13 f
  aes_top/oneround/sub32/s0/U410/O (MUX2)                 0.38     178.51 f
  aes_top/oneround/sub32/s0/out[1] (SubOneByte_15)        0.00     178.51 f
  aes_top/oneround/sub32/out[25] (SubByte_32)             0.00     178.51 f
  aes_top/oneround/U925/O (AO222)                         0.37     178.88 f
  aes_top/oneround/add/in[25] (AddRoundKey_0)             0.00     178.88 f
  aes_top/oneround/add/U108/O (MAOI1)                     0.18     179.05 r
  aes_top/oneround/add/out[25] (AddRoundKey_0)            0.00     179.05 r
  aes_top/oneround/U452/O (INV1S)                         0.19     179.25 f
  aes_top/oneround/U453/O (MOAI1S)                        0.32     179.56 r
  aes_top/oneround/U454/O (AO222)                         0.52     180.08 r
  aes_top/oneround/sub32/in[25] (SubByte_32)              0.00     180.08 r
  aes_top/oneround/sub32/s0/in[1] (SubOneByte_15)         0.00     180.08 r
  aes_top/oneround/sub32/s0/U261/O (MUX2)                 0.30     180.38 r
  aes_top/oneround/sub32/s0/U262/O (INV1S)                0.17     180.55 f
  aes_top/oneround/sub32/s0/U266/O (NR2)                  0.48     181.04 r
  aes_top/oneround/sub32/s0/U267/O (INV1S)                0.30     181.34 f
  aes_top/oneround/sub32/s0/U268/O (NR2)                  0.43     181.77 r
  aes_top/oneround/sub32/s0/U341/O (AN4B1S)               0.28     182.05 f
  aes_top/oneround/sub32/s0/U343/O (AN3S)                 0.32     182.37 f
  aes_top/oneround/sub32/s0/U348/O (ND3)                  0.14     182.51 r
  aes_top/oneround/sub32/s0/U399/O (AOI22S)               0.11     182.62 f
  aes_top/oneround/sub32/s0/U433/O (ND2S)                 0.30     182.91 r
  aes_top/oneround/sub32/s0/m0/in[1] (MultiplyM_15)       0.00     182.91 r
  aes_top/oneround/sub32/s0/m0/U10/O (MOAI1S)             0.23     183.14 r
  aes_top/oneround/sub32/s0/m0/out[5] (MultiplyM_15)      0.00     183.14 r
  aes_top/oneround/sub32/s0/c1/in[5] (AddC_15)            0.00     183.14 r
  aes_top/oneround/sub32/s0/c1/U3/O (INV1S)               0.09     183.23 f
  aes_top/oneround/sub32/s0/c1/out[5] (AddC_15)           0.00     183.23 f
  aes_top/oneround/sub32/s0/U301/O (MUX2)                 0.38     183.61 f
  aes_top/oneround/sub32/s0/out[5] (SubOneByte_15)        0.00     183.61 f
  aes_top/oneround/sub32/out[29] (SubByte_32)             0.00     183.61 f
  aes_top/oneround/U930/O (AO222)                         0.37     183.97 f
  aes_top/oneround/add/in[29] (AddRoundKey_0)             0.00     183.97 f
  aes_top/oneround/add/U33/O (MAOI1)                      0.18     184.15 r
  aes_top/oneround/add/out[29] (AddRoundKey_0)            0.00     184.15 r
  aes_top/oneround/U466/O (INV1S)                         0.19     184.35 f
  aes_top/oneround/U467/O (MOAI1S)                        0.32     184.66 r
  aes_top/oneround/U468/O (AO222)                         0.52     185.18 r
  aes_top/oneround/sub32/in[29] (SubByte_32)              0.00     185.18 r
  aes_top/oneround/sub32/s0/in[5] (SubOneByte_15)         0.00     185.18 r
  aes_top/oneround/sub32/s0/U394/O (MUX2)                 0.27     185.45 r
  aes_top/oneround/sub32/s0/U3/O (NR2)                    0.06     185.51 f
  aes_top/oneround/sub32/s0/U11/O (INV1S)                 0.11     185.62 r
  aes_top/oneround/sub32/s0/U15/O (INV1S)                 0.31     185.93 f
  aes_top/oneround/sub32/s0/U183/O (AOI22S)               0.24     186.17 r
  aes_top/oneround/sub32/s0/U184/O (ND2S)                 0.20     186.38 f
  aes_top/oneround/sub32/s0/m0/in[6] (MultiplyM_15)       0.00     186.38 f
  aes_top/oneround/sub32/s0/m0/U11/O (MOAI1S)             0.28     186.66 r
  aes_top/oneround/sub32/s0/m0/out[6] (MultiplyM_15)      0.00     186.66 r
  aes_top/oneround/sub32/s0/c1/in[6] (AddC_15)            0.00     186.66 r
  aes_top/oneround/sub32/s0/c1/U4/O (INV1S)               0.09     186.75 f
  aes_top/oneround/sub32/s0/c1/out[6] (AddC_15)           0.00     186.75 f
  aes_top/oneround/sub32/s0/U185/O (MUX2)                 0.32     187.07 f
  aes_top/oneround/sub32/s0/out[6] (SubOneByte_15)        0.00     187.07 f
  aes_top/oneround/sub32/out[30] (SubByte_32)             0.00     187.07 f
  aes_top/oneround/U931/O (AO222)                         0.35     187.41 f
  aes_top/oneround/add/in[30] (AddRoundKey_0)             0.00     187.41 f
  aes_top/oneround/add/U34/O (MAOI1)                      0.18     187.59 r
  aes_top/oneround/add/out[30] (AddRoundKey_0)            0.00     187.59 r
  aes_top/oneround/U476/O (INV1S)                         0.19     187.78 f
  aes_top/oneround/U477/O (MOAI1S)                        1.10     188.89 r
  aes_top/oneround/mix/in[30] (MixColumn)                 0.00     188.89 r
